Number;IndexGroup;IndexOffset;Description;Type;Length;Writable;Unit;Context;Task
5289;0x22301;0x10002fc;V.G.@P[74].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5290;0x22301;0x10002fd;V.G.@P[75].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5291;0x22301;0x10002fe;V.G.@P[76].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5292;0x22301;0x10002ff;V.G.@P[77].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5293;0x22301;0x1000300;V.G.@P[78].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5294;0x22301;0x1000301;V.G.@P[79].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5295;0x22301;0x1000302;V.G.@P[80].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5296;0x22301;0x1000303;V.G.@P[81].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5297;0x22301;0x1000304;V.G.@P[82].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5298;0x22301;0x1000305;V.G.@P[83].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5299;0x22301;0x1000306;V.G.@P[84].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5300;0x22301;0x1000307;V.G.@P[85].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5301;0x22301;0x1000308;V.G.@P[86].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5302;0x22301;0x1000309;V.G.@P[87].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5303;0x22301;0x100030a;V.G.@P[88].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5304;0x22301;0x100030b;V.G.@P[89].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5305;0x22301;0x100030c;V.G.@P[90].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5306;0x22301;0x100030d;V.G.@P[91].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5307;0x22301;0x100030e;V.G.@P[92].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5308;0x22301;0x100030f;V.G.@P[93].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5309;0x22301;0x1000310;V.G.@P[94].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5310;0x22301;0x1000311;V.G.@P[95].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5311;0x22301;0x1000312;V.G.@P[96].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5312;0x22301;0x1000313;V.G.@P[97].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5313;0x22301;0x1000314;V.G.@P[98].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5314;0x22301;0x1000315;V.G.@P[99].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5315;0x22301;0x1000316;V.G.@P[100].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5316;0x22301;0x1000317;V.G.@P[101].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5317;0x22301;0x1000318;V.G.@P[102].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5318;0x22301;0x1000319;V.G.@P[103].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5319;0x22301;0x100031a;V.G.@P[104].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5320;0x22301;0x100031b;V.G.@P[105].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5321;0x22301;0x100031c;V.G.@P[106].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5322;0x22301;0x100031d;V.G.@P[107].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5323;0x22301;0x100031e;V.G.@P[108].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5324;0x22301;0x100031f;V.G.@P[109].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5325;0x22301;0x1000320;V.G.@P[110].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5326;0x22301;0x1000321;V.G.@P[111].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5327;0x22301;0x1000322;V.G.@P[112].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5328;0x22301;0x1000323;V.G.@P[113].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5329;0x22301;0x1000324;V.G.@P[114].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5330;0x22301;0x1000325;V.G.@P[115].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5331;0x22301;0x1000326;V.G.@P[116].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5332;0x22301;0x1000327;V.G.@P[117].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5333;0x22301;0x1000328;V.G.@P[118].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5334;0x22301;0x1000329;V.G.@P[119].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5335;0x22301;0x100032a;V.G.@P[120].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5336;0x22301;0x100032b;V.G.@P[121].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5337;0x22301;0x100032c;V.G.@P[122].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5338;0x22301;0x100032d;V.G.@P[123].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5339;0x22301;0x100032e;V.G.@P[124].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5340;0x22301;0x100032f;V.G.@P[125].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5341;0x22301;0x1000330;V.G.@P[126].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5342;0x22301;0x1000331;V.G.@P[127].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5343;0x22301;0x1000332;V.G.@P[128].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5344;0x22301;0x1000333;V.G.@P[129].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5345;0x22301;0x1000334;V.G.@P[130].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5346;0x22301;0x1000335;V.G.@P[131].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5347;0x22301;0x1000336;V.G.@P[132].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5348;0x22301;0x1000337;V.G.@P[133].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5349;0x22301;0x1000338;V.G.@P[134].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5350;0x22301;0x1000339;V.G.@P[135].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5351;0x22301;0x100033a;V.G.@P[136].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5352;0x22301;0x100033b;V.G.@P[137].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5353;0x22301;0x100033c;V.G.@P[138].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5354;0x22301;0x100033d;V.G.@P[139].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5355;0x22301;0x100033e;V.G.@P[140].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5356;0x22301;0x100033f;V.G.@P[141].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5357;0x22301;0x1000340;V.G.@P[142].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5358;0x22301;0x1000341;V.G.@P[143].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5359;0x22301;0x1000342;V.G.@P[144].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5360;0x22301;0x1000343;V.G.@P[145].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5361;0x22301;0x1000344;V.G.@P[146].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5362;0x22301;0x1000345;V.G.@P[147].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5363;0x22301;0x1000346;V.G.@P[148].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5364;0x22301;0x1000347;V.G.@P[149].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5365;0x22301;0x1000348;V.G.@P[150].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5366;0x22301;0x1000349;V.G.@P[151].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5367;0x22301;0x100034a;V.G.@P[152].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5368;0x22301;0x100034b;V.G.@P[153].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5369;0x22301;0x100034c;V.G.@P[154].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5370;0x22301;0x100034d;V.G.@P[155].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5371;0x22301;0x100034e;V.G.@P[156].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5372;0x22301;0x100034f;V.G.@P[157].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5373;0x22301;0x1000350;V.G.@P[158].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5374;0x22301;0x1000351;V.G.@P[159].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5375;0x22301;0x1000352;V.G.@P[160].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5376;0x22301;0x1000353;V.G.@P[161].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5377;0x22301;0x1000354;V.G.@P[162].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5378;0x22301;0x1000355;V.G.@P[163].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5379;0x22301;0x1000356;V.G.@P[164].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5380;0x22301;0x1000357;V.G.@P[165].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5381;0x22301;0x1000358;V.G.@P[166].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5382;0x22301;0x1000359;V.G.@P[167].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5383;0x22301;0x100035a;V.G.@P[168].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5384;0x22301;0x100035b;V.G.@P[169].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5385;0x22301;0x100035c;V.G.@P[170].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5386;0x22301;0x100035d;V.G.@P[171].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5387;0x22301;0x100035e;V.G.@P[172].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5388;0x22301;0x100035f;V.G.@P[173].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5389;0x22301;0x1000360;V.G.@P[174].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5390;0x22301;0x1000361;V.G.@P[175].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5391;0x22301;0x1000362;V.G.@P[176].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5392;0x22301;0x1000363;V.G.@P[177].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5393;0x22301;0x1000364;V.G.@P[178].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5394;0x22301;0x1000365;V.G.@P[179].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5395;0x22301;0x1000366;V.G.@P[180].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5396;0x22301;0x1000367;V.G.@P[181].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5397;0x22301;0x1000368;V.G.@P[182].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5398;0x22301;0x1000369;V.G.@P[183].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5399;0x22301;0x100036a;V.G.@P[184].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5400;0x22301;0x100036b;V.G.@P[185].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5401;0x22301;0x100036c;V.G.@P[186].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5402;0x22301;0x100036d;V.G.@P[187].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5403;0x22301;0x100036e;V.G.@P[188].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5404;0x22301;0x100036f;V.G.@P[189].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5405;0x22301;0x1000370;V.G.@P[190].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5406;0x22301;0x1000371;V.G.@P[191].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5407;0x22301;0x1000372;V.G.@P[192].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5408;0x22301;0x1000373;V.G.@P[193].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5409;0x22301;0x1000374;V.G.@P[194].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5410;0x22301;0x1000375;V.G.@P[195].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5411;0x22301;0x1000376;V.G.@P[196].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5412;0x22301;0x1000377;V.G.@P[197].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5413;0x22301;0x1000378;V.G.@P[198].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5414;0x22301;0x1000379;V.G.@P[199].VALID;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5415;0x22301;0x100037a;V.G.TRAFO_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5416;0x22301;0x100037b;V.G.PCS_TRAFO_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5417;0x22301;0x100037c;V.G.TRAFO_ACTIVE_STEP;NONE;2;false;-;CHANNEL;TASK_DEC
5418;0x22301;0x100037d;V.G.PCS_TRAFO_ACTIVE_STEP;NONE;1;false;-;CHANNEL;TASK_DEC
5419;0x22301;0x100037e;V.G.HSC_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5420;0x22301;0x100037f;V.G.HSC_SURFACE_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5421;0x22301;0x1000380;V.G.TRC_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5422;0x22301;0x1000381;V.G.LIFT_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5423;0x22301;0x1000382;V.G.OTC_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5424;0x22301;0x1000383;V.G.SEGMENTATION_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5425;0x22301;0x1000384;V.G.SCALE_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5426;0x22301;0x1000385;V.G.PUNCH_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5427;0x22301;0x1000386;V.G.NIBBLE_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5428;0x22301;0x1000387;V.G.STROKE_DEF_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5429;0x22301;0x1000388;V.G.FRICTION_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5430;0x22301;0x1000389;V.G.CAXTRACK_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5431;0x22301;0x100038a;V.G.SHIFT_ACTIVE;UNS32;4;false;-;CHANNEL;TASK_DEC
5432;0x22301;0x100038b;V.G.VECTOR_OFFSET_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5433;0x22301;0x100038c;V.G.DIAMETER_PROG_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5434;0x22301;0x100038d;V.G.FILE_EXIST;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5435;0x22301;0x100038e;V.G.EDM_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5436;0x22301;0x100038f;V.G.SINGUL_AVOID_ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5437;0x22301;0x1000390;V.G.ACT_PATTERN_ID;UNS32;4;false;-;CHANNEL;TASK_DEC
5438;0x22301;0x1000391;V.G.PATTERN_CYCLE_NAME;STRING;8;false;-;CHANNEL;TASK_DEC
5439;0x22301;0x1000392;V.G.PATTERN_RETRACT;REAL64;8;false;-;CHANNEL;TASK_DEC
5440;0x22301;0x1000393;V.G.TRACK_CS.X;REAL64;8;false;-;CHANNEL;TASK_DEC
5441;0x22301;0x1000394;V.G.TRACK_CS.Y;REAL64;8;false;-;CHANNEL;TASK_DEC
5442;0x22301;0x1000395;V.G.TRACK_CS.Z;REAL64;8;false;-;CHANNEL;TASK_DEC
5443;0x22301;0x1000396;V.G.TRACK_CS.A;REAL64;8;false;-;CHANNEL;TASK_DEC
5444;0x22301;0x1000397;V.G.TRACK_CS.B;REAL64;8;false;-;CHANNEL;TASK_DEC
5445;0x22301;0x1000398;V.G.TRACK_CS.C;REAL64;8;false;-;CHANNEL;TASK_DEC
5446;0x22301;0x1000399;V.G.SELECTED_CS.TRANS.X;REAL64;8;false;-;CHANNEL;TASK_DEC
5447;0x22301;0x100039a;V.G.SELECTED_CS.TRANS.Y;REAL64;8;false;-;CHANNEL;TASK_DEC
5448;0x22301;0x100039b;V.G.SELECTED_CS.TRANS.Z;REAL64;8;false;-;CHANNEL;TASK_DEC
5449;0x22301;0x100039c;V.G.SELECTED_CS.ROT.X;REAL64;8;false;-;CHANNEL;TASK_DEC
5450;0x22301;0x100039d;V.G.SELECTED_CS.ROT.Y;REAL64;8;false;-;CHANNEL;TASK_DEC
5451;0x22301;0x100039e;V.G.SELECTED_CS.ROT.Z;REAL64;8;false;-;CHANNEL;TASK_DEC
5452;0x22301;0x100039f;V.G.DCC.ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5453;0x22301;0x10003a0;V.G.FILE_EXIST_PATH_NAME;STRING;512;false;-;CHANNEL;TASK_DEC
5454;0x22301;0x10003a1;V.G.FILE_EXIST_DIRECTORY;STRING;512;false;-;CHANNEL;TASK_DEC
5455;0x22301;0x10003a2;V.G.OPT_INSERT_FLUSH_CONTINUE;UNS32;4;true;-;CHANNEL;TASK_DEC
5456;0x22301;0x10003a3;V.G.GEO_FEED_ADAPT.ACTIVE;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5457;0x22301;0x10003a4;V.G.GEO_FEED_ADAPT.CALL;SGN32;4;false;-;CHANNEL;TASK_DEC
5458;0x22301;0x10003a5;V.G.PROG_VERSION.MAJOR;UNS08;1;true;-;CHANNEL;TASK_DEC
5459;0x22301;0x10003a6;V.G.PROG_VERSION.MINOR;UNS08;1;true;-;CHANNEL;TASK_DEC
5460;0x22301;0x10003a7;V.G.PROG_VERSION.BUILD;UNS08;1;true;-;CHANNEL;TASK_DEC
5461;0x22301;0x10003a8;V.G.PROG_VERSION.PATCH;UNS08;1;true;-;CHANNEL;TASK_DEC
5462;0x22301;0x10003a9;V.G.ACT_UNIT;UNS32;4;false;-;CHANNEL;TASK_DEC
5463;0x22301;0x10003aa;V.G.UNIT_IDX[0].NUMBER;SGN32;4;false;-;CHANNEL;TASK_DEC
5464;0x22301;0x10003ab;V.G.UNIT_IDX[0].TOOL[0].OFFSET;NONE;12;false;-;CHANNEL;TASK_DEC
5465;0x22301;0x10003ac;V.G.UNIT_IDX[0].TOOL[0].NUMBER;SGN32;4;false;-;CHANNEL;TASK_DEC
5466;0x22301;0x10003ad;V.G.UNIT_IDX[0].TOOL[0].ADD_INFO;NONE;8;false;-;CHANNEL;TASK_DEC
5467;0x22301;0x10003ae;V.G.UNIT_IDX[0].TOOL[0].ACTIVE;BOOLEAN;1;true;-;CHANNEL;TASK_DEC
5468;0x22301;0x10003af;V.G.UNIT[0].TOOL[0].NUMBER;SGN32;4;false;-;CHANNEL;TASK_DEC
5469;0x22301;0x10003b0;V.G.UNIT[0].TOOL[0].ADD_INFO;NONE;8;false;-;CHANNEL;TASK_DEC
5470;0x22301;0x10003b1;V.G.UNIT[0].TOOL[0].ACTIVE;BOOLEAN;1;true;-;CHANNEL;TASK_DEC
5471;0x22301;0x10003b2;V.G.SIGNAL_READ;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5472;0x22301;0x10003b3;V.G.DIAMETER_PROG.ZERO_OFFSET;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5473;0x22301;0x10003b4;V.G.LINSOLVE.OK;BOOLEAN;1;false;-;CHANNEL;TASK_DEC
5474;0x22301;0x10003b5;V.G.ACTIVE_MODE;SGN32;4;false;-;CHANNEL;TASK_DEC
5475;0x22301;0x10003b6;V.G.DYNAMIC_MODEL.PARAMS[0].ID;REAL64;8;true;-;CHANNEL;TASK_DEC
5476;0x22301;0x10003b7;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].MASS;REAL64;8;true;-;CHANNEL;TASK_DEC
5477;0x22301;0x10003b8;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].X;REAL64;8;true;-;CHANNEL;TASK_DEC
5478;0x22301;0x10003b9;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].Y;REAL64;8;true;-;CHANNEL;TASK_DEC
5479;0x22301;0x10003ba;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].Z;REAL64;8;true;-;CHANNEL;TASK_DEC
5480;0x22301;0x10003bb;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].RX;REAL64;8;true;-;CHANNEL;TASK_DEC
5481;0x22301;0x10003bc;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].RY;REAL64;8;true;-;CHANNEL;TASK_DEC
5482;0x22301;0x10003bd;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].RZ;REAL64;8;true;-;CHANNEL;TASK_DEC
5483;0x22301;0x10003be;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].IX;REAL64;8;true;-;CHANNEL;TASK_DEC
5484;0x22301;0x10003bf;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].IY;REAL64;8;true;-;CHANNEL;TASK_DEC
5485;0x22301;0x10003c0;V.G.DYNAMIC_MODEL.PARAMS[0].LINK[0].IZ;REAL64;8;true;-;CHANNEL;TASK_DEC
5486;0x22301;0x10003c1;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.MASS;REAL64;8;true;-;CHANNEL;TASK_DEC
5487;0x22301;0x10003c2;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.X;REAL64;8;true;-;CHANNEL;TASK_DEC
5488;0x22301;0x10003c3;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.Y;REAL64;8;true;-;CHANNEL;TASK_DEC
5489;0x22301;0x10003c4;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.Z;REAL64;8;true;-;CHANNEL;TASK_DEC
5490;0x22301;0x10003c5;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.RX;REAL64;8;true;-;CHANNEL;TASK_DEC
5491;0x22301;0x10003c6;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.RY;REAL64;8;true;-;CHANNEL;TASK_DEC
5492;0x22301;0x10003c7;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.RZ;REAL64;8;true;-;CHANNEL;TASK_DEC
5493;0x22301;0x10003c8;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.IX;REAL64;8;true;-;CHANNEL;TASK_DEC
5494;0x22301;0x10003c9;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.IY;REAL64;8;true;-;CHANNEL;TASK_DEC
5495;0x22301;0x10003ca;V.G.DYNAMIC_MODEL.PARAMS[0].DRESS_PACK.IZ;REAL64;8;true;-;CHANNEL;TASK_DEC
5496;0x22301;0x10003cb;V.G.DYNAMIC_MODEL.PARAMS[0].COUNTER_BALANCING_SYSTEM.NUMBER_INTERPOLATION_POINTS;UNS08;1;true;-;CHANNEL;TASK_DEC
5497;0x22301;0x10003cc;V.G.DYNAMIC_MODEL.PARAMS[0].COUNTER_BALANCING_SYSTEM.POSITION;NONE;32;true;-;CHANNEL;TASK_DEC
5498;0x22301;0x10003cd;V.G.DYNAMIC_MODEL.PARAMS[0].COUNTER_BALANCING_SYSTEM.TORQUE;NONE;32;true;-;CHANNEL;TASK_DEC
5499;0x22301;0x10003ce;V.G.DYNAMIC_MODEL.PARAMS[0].PT;UNS16;2;true;-;CHANNEL;TASK_DEC
5500;0x22301;0x10003cf;V.G.DYNAMIC_MODEL.PARAMS[0].P;NONE;832;true;-;CHANNEL;TASK_DEC
5501;0x22301;0x10003d0;V.G.DYNAMIC_MODEL.PARAMS[0].Q;NONE;72;true;-;CHANNEL;TASK_DEC
5502;0x22301;0x100fe00;V.SPDL.LOG_AX_NR;NONE;32;false;-;CHANNEL;TASK_DEC
5503;0x22301;0x100fe01;V.SPDL.NBR_IN_CHANNEL;UNS16;2;false;-;CHANNEL;TASK_DEC
5504;0x22301;0x100fe02;V.SPDL.M_FCT_FREE;BOOLEAN;1;true;-;CHANNEL;TASK_DEC
5505;0x22301;0x100fe03;V.SPDL.PLC_CONTROL;NONE;16;false;-;CHANNEL;TASK_DEC
5506;0x22301;0x100ff00;V.SPDL_PROG.SPEED;NONE;128;false;-;CHANNEL;TASK_DEC
5507;0x22301;0x100ff01;V.SPDL_PROG.MOVE_CMD;NONE;32;false;-;CHANNEL;TASK_DEC
5508;0x22301;0x100ff02;V.SPDL_PROG.MAX_SPEED;REAL64;8;false;-;CHANNEL;TASK_DEC
5509;0x22301;0x100ff03;V.SPDL_PROG.CONST_CUT_SPEED;REAL64;8;false;-;CHANNEL;TASK_DEC
5510;0x22301;0x100ff04;V.SPDL_PROG.GEAR_DATA_STEP;UNS16;2;false;-;CHANNEL;TASK_DEC
5511;0x22301;0x100ff05;V.SPDL_PROG.DWELL_ROT_COUNT;NONE;128;false;-;CHANNEL;TASK_DEC
5512;0x22301;0x100ff06;V.SPDL_PROG.POSITION;NONE;64;false;-;CHANNEL;TASK_DEC
5513;0x22301;0x10000;DEC: axis elements;UNS32;4;false;-;CHANNEL;TASK_DEC
5514;0x22301;0x10001;axis name;STRING;16;false;-;CHANNEL;TASK_DEC
5515;0x22301;0x10002;positive limit switch;SGN32;4;false;0.1 µm;CHANNEL;TASK_DEC
5516;0x22301;0x10003;negative limit switch;SGN32;4;false;0.1 µm;CHANNEL;TASK_DEC
5517;0x22301;0x10004;Variable handle by name;NONE;4;false;-;CHANNEL;TASK_DEC
5518;0x22301;0x10005;Read variable value by name;NONE;2048;false;-;CHANNEL;TASK_DEC
5519;0x22301;0x10006;Write variable value by name;NONE;2048;true;-;CHANNEL;TASK_DEC
5520;0x22301;0x1010000;V.A.MENT;REAL64;8;false;-;CHANNEL;TASK_DEC
5521;0x22301;0x1010001;V.A.PROG;REAL64;8;false;-;CHANNEL;TASK_DEC
5522;0x22301;0x1010002;V.A.ACT_POS;REAL64;8;false;-;CHANNEL;TASK_DEC
